Date,Case,Category,Incident,Location,Synopsis,Disposition
"5/28/19 10:56","19-01447","MISC. SERVICE","PROPERTY DAMAGE","MAX MARTINEZ","OCCURED: UNK START -05/28/19 1056. (MWA-E) REPORTS PROPERTY DAMAGE TO A WINDOW, MAX MARTINEZ,","UNDER INVESTIGATION"
"5/28/19 11:13","","LARCENY/THEFT","PETTY THEFT -REPORT","REC SPRT FAC","","CLOSED"
"5/28/19 11:24","19-01440","MEDICAL EVENT","DEAD BODY FOUND","VALLEY LIFE SCIENCE BLDG","05/28/2019 1124 HRS DEAD BODY FOUND, VLSB.","CLOSED"
"5/28/19 13:11","19-01442","MEDICAL EVENT","MENTALLY ILL COMMITMENT","HAVILAND HALL","05/28/2019 1311 HRS (FA-23-S) TRANSPORTED TO ALTA BATES VIA AFD FOR PSYCHIATRIC EVALUATION, HAVILAND HALL.","CLOSED"
"5/28/19 13:51","19-01444","VANDALISM","TAMPERING WITH VEHICLE","LOWER SPROUL GARAGE","OCCD 05/28/2019 1351 HRS (MB-15-O) DETAINED FOR TAMPERING WITH A VEHICLE, PROVIDING FALSE INFO TO A POLICE OFFICER, JUVENILE SALE OF MARIJUANA AND JUVENILE POSSESSING MORE THAN 28.5 GRAMS OF MARIJUANA.","UNDER INVESTIGATION"
"5/28/19 14:03","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","DONNER LAB","","CLOSED"
"5/28/19 14:17","19-01443","LARCENY/THEFT","PETTY THEFT -REPORT","SATHER TOWER","05/24/2019 1800 - 1830 HRS (FA-23-S) REPORTS THE THEFT OF HER IPHONE 7, SATHER TOWER. LOSS $800.","UNDER INVESTIGATION"
"5/28/19 15:07","","WELFARE CHECK","CHECK WELFARE- 911 CALL","GRINNELL PATH","","CLOSED"
"5/28/19 15:08","19-01445","OTHER ASSAULTS","BATTERY","PEOPLES PARK","OCCD 5/28/2019 1508 (FW-79-O) VICTIM OF BATTERY VIA PUSH, PEOPLES PARK.","UNDER INVESTIGATION"
"5/28/19 16:48","","MISC. SERVICE","CIVIL ADVICE","CAMPUS","","CLOSED"
"5/28/19 17:53","","MISC. SERVICE","MISC SERVICE","BARROWS LANE","","CLOSED"
"5/28/19 18:06","","MISC. SERVICE","CIVIL ADVICE","OPTOMETRY LANE","","CLOSED"
"5/28/19 18:46","","ANIMAL CASE","ANIMAL CASE","VALLEY LIFE SCIENCE BLDG","","CLOSED"
"5/28/19 19:08","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","425 LIBERTY SHIP WAY","","CLOSED"
"5/28/19 19:09","","PEDESTRIAN STOP","SUSPECT STOP","2460 BANCROFT","","CLOSED"
"5/28/19 20:26","19-01448","MISC. SERVICE","CIVIL ADVICE","755 OHLONE AVE","OCCURED: 05/28/19 2020 (FX-30-S) GIVEN CIVIL ADVICE REGARDING UNWANTED CONTACT FROM EX HUSBAND, 755 OHLONE AVE.","UNDER INVESTIGATION"
"5/28/19 21:09","19-01449","VANDALISM","TAMPERING WITH VEHICLE-REPORT","540 RED OAK AVE","OCCURED: 05/28/19 1637-1907 (FW-35-S) REPORTS VANDALISM VIA KEY TO HER 2018 SUBARU OUTBACK, 8DHC006, 540 RED OAK AVE.","UNDER INVESTIGATION"
"5/28/19 21:53","","ALL OTHER OFFENSES","TRESPASS - FAIL TO LEAVE","MLK","","CLOSED"
"5/28/19 23:56","","PEDESTRIAN STOP","SUSPECT STOP","2224 PIEDMONT BLDGS","","FIELD IDENTIFICATION CARD"
"5/29/19 0:05","","PEDESTRIAN STOP","SUSPECT STOP","BEARS LAIR","","CLOSED"
"5/29/19 1:15","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","RICHMOND FIELD STATION","","CLOSED"
"5/29/19 1:28","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","UNIT-2 GRIFFITH","","CLOSED"
"5/29/19 2:01","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","UNIT-2 EHRMAN","","CLOSED"
"5/29/19 3:40","","ALL OTHER OFFENSES","RULE VIOLATION","BARROWS LANE","","WARNING ISSUED"
"5/29/19 7:29","","WELFARE CHECK","CHECK WELFARE- 911 CALL","2415 BOWDITCH ST","","CLOSED"
"5/29/19 8:47","19-01454","LARCENY/THEFT","PETTY THEFT -REPORT","EVANS HALL","OCCD 5/28/2019 1540-1610 (FA-19-S) REPORTS THE THEFT OF HER BACKPACK AND CONTENTS, EVANS HALL. LOSS: $300.","UNDER INVESTIGATION"
"5/29/19 10:08","","MEDICAL EVENT","INJURY OR ILLNESS","MOFFITT LIBRARY","","CLOSED"
"5/29/19 10:41","19-01450","MISC. SERVICE","CIVIL ADVICE","CKC-19","OCCD 05/29/2019 1041 HRS (MX-38-E) PROVIDED CIVIL ADVICE REGARDING ILLEGAL DUMPING, CKC.","UNDER INVESTIGATION"
"5/29/19 10:47","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LBNL-76","","CLOSED"
"5/29/19 12:54","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","TIGHTWAD HILL","","CLOSED"
"5/29/19 12:58","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","TAN HALL","","CLOSED"
"5/29/19 13:36","","TRAFFIC STOP","TRAFFIC STOP","DWIGHT AT TELE","","WARNING ISSUED"
"5/29/19 14:04","19-01451","LARCENY/THEFT","PETTY THEFT -REPORT","MLK","OCCD 05/16/19, 1300-1330 HRS (FH-20-S) REPORTS THEFT OF WALLET, MLK. LOSS $20","UNDER INVESTIGATION"
"5/29/19 14:14","","PEDESTRIAN STOP","PEDESTRIAN STOP","PEOPLES PARK","","FIELD IDENTIFICATION CARD"
"5/29/19 14:45","","MISC. SERVICE","MISC SERVICE","1995 UNIVERSITY AVE","","CLOSED"
"5/29/19 15:14","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","BWW","","CLOSED"
"5/29/19 15:22","","ALL OTHER OFFENSES","DISTURBING THE PEACE","PEOPLES PARK","","CLOSED"
"5/29/19 15:27","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","MAX MARTINEZ","","CLOSED"
"5/29/19 16:14","19-01452","MISC. SERVICE","FOUND PROPERTY","UNIT-1","FOUND DELL LAPTOP TURNED IN TO UCPD FOR SAFEKEEPING, UNIT-1.","UNDER INVESTIGATION"
"5/29/19 16:56","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","LOWER SPROUL GARAGE","","CLOSED"
"5/29/19 19:09","","WELFARE CHECK","CHECK WELFARE- 911 CALL","UNIVERSITY HALL","","CLOSED"
"5/29/19 19:55","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","805 KINKEAD WAY","","CLOSED"
"5/29/19 20:42","19-01453","LARCENY/THEFT","PETTY THEFT -REPORT","DWINELLE HALL","OCCD 5/29/2019 2027-2032 (MB-21-S) REPORTS THE THEFT OF HIS BLACK BACKPACK CONTAINING A MACBOOK PRO AIR WITH ~I AM FROM TEXAS~ STICKER AND PLT HEADPHONES, DWINELLE HALL. LOSS: $375.","UNDER INVESTIGATION"
"5/29/19 22:00","19-01455","MISC. SERVICE","FOUND PROPERTY","REC SPRT FAC GARAGE","FOUND ALARM CLOCK AND METAL PIPES, RSF GARAGE TO UCPD FOR SAFEKEEPING.","UNDER INVESTIGATION"
"5/29/19 22:21","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","LIFE SCIENCE ADDITION","","CLOSED"
"5/30/19 0:07","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","LEWIS HALL","","CLOSED"
"5/30/19 1:03","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","LHS VISTA LOT","","CLOSED"
"5/30/19 1:03","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","UNIT-2 LOADING DOCK","","CLOSED"
"5/30/19 4:03","","PEDESTRIAN STOP","SUSPECT STOP","CAMPBELL HALL","","CLOSED"
"5/30/19 5:16","","PEDESTRIAN STOP","PEDESTRIAN STOP","LOWER SPROUL GARAGE","","CLOSED"
"5/30/19 5:50","","PEDESTRIAN STOP","SUSPECT STOP","BANCROFT DANA","","CLOSED"
"5/30/19 5:52","19-01456","VANDALISM","MALICIOUS MISCHIEF - REPORT","BARROWS HALL","OCCD 05/29/2019, 1200 - 05/30/2019, 0552 VANDALISM VIA WINDOW SMASH, BARROWS HALL.","UNDER INVESTIGATION"
"5/30/19 6:46","","MISC. SERVICE","FOUND PROPERTY","EVANS HALL","","CLOSED"
"5/30/19 7:05","","OUTSIDE ASSIST","OUTSIDE ASSIST -MISCELLANEOUS","2501 TELEGRAPH AV","","CLOSED"
"5/30/19 7:33","","DISORDERLY CONDUCT","LODGING","2425 ATHERTON","","CLOSED"
"5/30/19 8:16","","PEDESTRIAN STOP","PEDESTRIAN STOP","STRUCTURE C","","CLOSED"
"5/30/19 8:51","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","UNIVERSITY VILLAGE ALBANY","","CLOSED"
"5/30/19 9:49","","DISORDERLY CONDUCT","LODGING","CKC-13","","CLOSED"
"5/30/19 10:15","","MISC. SERVICE","TIP411 SERVICE CALL","WEST CRESCENT","","CLOSED"
"5/30/19 10:45","19-01457","OUTSIDE ASSIST","OUTSIDE ASSIST - BPD","UCPD","OCCD 05/29/2019 - 05/30/2019 2100 - 0030 (FK-29-O) REPORTS AUTO BURGLARY VIA WINDOW SMASH TO HER SILVER 2017 SUBARU IMPREZZA, 7YSM918, 2367 SHATTUCK. LOSS $750.","UNDER INVESTIGATION"
"5/30/19 11:43","","MISC. SERVICE","CIVIL ADVICE","NORTH GATE HALL","","CLOSED"
"5/30/19 12:30","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LAWRENCE HALL OF SCIENCE","","CLOSED"
"5/30/19 13:16","","TRAFFIC STOP","TRAFFIC STOP","DWI AND PIED","","WARNING ISSUED"
"5/30/19 13:26","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LIFE SCIENCE ADDITION","","CLOSED"
"5/30/19 14:19","19-01458","MISC. SERVICE","LOST PROPERTY","REC SPRT FAC","OCCD 05/29/2019 1100 - 1300 HRS (MA-19-S) REPORTS LOSS OF WALLET, UNK LOCATION. LOSS $35.","UNDER INVESTIGATION"
"5/30/19 14:21","","DEMONSTRATION","DEMONSTRATION STANDBY","UPPER SPROUL PLAZA","","CLOSED"
"5/30/19 15:54","19-01459","LARCENY/THEFT","PETTY THEFT-IN PROGRESS","ASUC","OCCD 05/30/2019, 1557 HRS KAHNG, HAE (MA-39-O) AKA KAHNG,MIKE ARRESTED FOR PETTY THEFT AND EXCLUDED FROM UC PROPERTY FOR 7 DAYS, ASUC. CITED AND RELEASED AT SCENE.","CLOSED BY ARREST"
"5/30/19 16:13","","ALL OTHER OFFENSES","TRESPASS - FAIL TO LEAVE","UAM","","CLOSED"
"5/30/19 19:10","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","UNIV HOUSE","","CLOSED"
"5/30/19 19:25","19-01460","ALL OTHER OFFENSES","MISD. HIT & RUN -REPORT","BANWAY","OCCD 5/30/2019 1700-1900 (FB-61-E) REPORTS HIT AND RUN TO HER GREEN 2010 HONDA ACCORD, LEGENDS AQUATIC LOT.","UNDER INVESTIGATION"
"5/30/19 19:51","19-01461","OTHER ASSAULTS","SPOUSAL/COHAB ABUSE (MISD)","FENWICK WEAVERS","OCCD 05/30/2019, 2017 HRS PIERCE-QUINONEZ, EMILIANO (MH-34-O) ARRESTED FOR SPOUSAL ABUSE AND MALICIOUS TAKE OF A CELLPHONE, FENWICK WEAVERS. TO SANTA RITA JAIL.","CLOSED BY ARREST"
"5/30/19 20:01","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","UPPER SPROUL PLAZA","","CLOSED"
"5/30/19 21:08","","ANIMAL CASE","ANIMAL CASE","CENTENNIAL DR","","CLOSED"
"5/30/19 21:53","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","TAN HALL","","CLOSED"
"5/30/19 23:29","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","LHS VISTA LOT","","CLOSED"
"5/31/19 1:07","","DISORDERLY CONDUCT","LODGING","UNIT-1 CHENEY","","CLOSED"
"5/31/19 4:10","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","FOOTHILL LOT","","CLOSED"
"5/31/19 4:20","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","LEWIS HALL","","CLOSED"
"5/31/19 4:21","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","FOOTHILL LOT","","CLOSED"
"5/31/19 5:52","","PEDESTRIAN STOP","SUSPECT STOP","ANNA HEAD","","WARNING ISSUED"
"5/31/19 5:54","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","ANNA HEAD LOT","","CLOSED"
"5/31/19 8:12","19-01462","ALL OTHER OFFENSES","WARRANT ARREST","HEARST FIELD ANNEX","OCCD 5/31/19, 0856 HRS CREVOISIER, ENRIQUE (MH-44-O) ARRESTED FOR A $10,000 BPD MISDEMEANOR WARRANT AND EXCLUDED FROM UC PROPERTY FOR 7 DAYS, HEARST FIELD ANNEX. CITED AND RELEASED AT SCENE.","CLOSED BY ARREST"
"5/31/19 9:04","","DISORDERLY CONDUCT","LODGING","ENERGY BIOSCIENCES INSTITUTE","","CLOSED"
"5/31/19 10:07","","MISC. SERVICE","CAMPSITE INVESTIGATION","CLARK KERR CAMPUS","","CLOSED"
"5/31/19 10:25","19-01465","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE - REPORT","SPROUL HALL","OCCD 5/31/19, 0726 HRS (FWA-E) REPORTS ATTEMPTED EMAIL FRAUD, SPROUL HALL.","UNDER INVESTIGATION"
"5/31/19 11:26","19-01463","MISC. SERVICE","LOST UC KEYS","1807 TELEGRAPH AV","(MXA-S) REPORTS THE LOSS OF ONE UC KEY.","UNDER INVESTIGATION"
"5/31/19 12:35","","LARCENY/THEFT","AUTO BURGLARY -REPORT","ANNA HEAD LOT","","CANCELLED"
"5/31/19 13:02","19-01464","MISC. SERVICE","FOUND PROPERTY","VALLEY LIFE SCIENCE BLDG","FOUND BACKPACK, VLSB. TO UCPD FOR SAFEKEEPING.","UNDER INVESTIGATION"
"5/31/19 13:28","","ALL OTHER OFFENSES","RULE VIOLATION","HAAS BUSINESS SCHOOL","","CLOSED"
"5/31/19 13:36","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE - REPORT","HESSE HALL","","CLOSED"
"5/31/19 13:44","","ALL OTHER OFFENSES","RULE VIOLATION","LOWER SPROUL PLAZA","","CLOSED"
"5/31/19 13:56","19-01466","MEDICAL EVENT","INJURY OR ILLNESS","MANVILLE APTS","OCCD 05/31/2019, 1345 HRS (MW-58-E) VICTIM OF INJURY VIA POSSIBLE CHEMICAL BURN, MANVILLE APTS TO TANG CENTER.","CLOSED"
"5/31/19 14:13","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE - REPORT","CKC-13","","CLOSED"
"5/31/19 14:31","","TRAFFIC STOP","TRAFFIC STOP","8TH ST ENTRANCE","","WARNING ISSUED"
"5/31/19 15:43","19-01467","ALL OTHER OFFENSES","VIOLATION OF PROBATION","BWW","OCCD 05/31/2019, 1605 PORTER, PAUL (MB-29-O) ARRESTED FOR PROBATION VIOLATION, VIOLATION OF A COURT ORDER AND POSSESSION OF PARAPHERNALIA, BWW TO BPD JAIL.","CLOSED BY ARREST"
"5/31/19 16:02","","MISC. SERVICE","CIVIL ADVICE","UNIVERSITY HALL","","CLOSED"
"5/31/19 16:14","","ALL OTHER OFFENSES","DISTURBING THE PEACE","SPROUL HALL","","CLOSED"
"5/31/19 16:28","","PEDESTRIAN STOP","SUSPECT STOP","BARROWS LANE","","FIELD IDENTIFICATION CARD"
"5/31/19 16:37","19-01468","VANDALISM","MALICIOUS MISCHIEF - REPORT","BARKER HALL","OCCD 5/24/2019 UNK TIME (FWA-E) REPORTS VANDALISM VIA MARKER AND BLDG ACCESS ISSUE, BARKER HALL. INVESTIGATION ONGOING.","UNDER INVESTIGATION"
"5/31/19 19:05","","MISSING PERSON","MISSING PERSON","MLK","","CLOSED"
"5/31/19 19:06","","HEALTH AND SAFETY CODE VIOLATION","HEALTH AND SAFETY CODE","LHS VISTA LOT","","CLOSED"
"5/31/19 19:36","","ALL OTHER OFFENSES","RULE VIOLATION","LOWER SPROUL PLAZA","","CLOSED"
"5/31/19 20:12","","PEDESTRIAN STOP","SUSPECT STOP","RED OAK / LIBERTY SHIP","","FIELD IDENTIFICATION CARD"
"5/31/19 20:14","19-01469","LARCENY/THEFT","GRAND THEFT -REPORT","CLARK KERR CAMPUS","OCCD 5/31/2019 1730-2000 (MW-27-O) REPORTS GRAND THEFT OF HIS WALLET AND BACKPACK CONTAINING MACBOOK PRO, CKC-22 LOT. LOSS: $2480.","UNDER INVESTIGATION"
"5/31/19 20:25","","TRAFFIC STOP","TRAFFIC STOP","STERN HALL","","WARNING ISSUED"
"5/31/19 21:12","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","BLUM HALL","","CLOSED"
"5/31/19 21:17","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","BAN BARROWS","","WARNING ISSUED"
"5/31/19 21:52","","TRAFFIC STOP","TRAFFIC STOP","IFO HAAS BUSINESS SCHOOL","","WARNING ISSUED"
"5/31/19 22:29","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE - REPORT","755 OHLONE AVE","","CLOSED"
"5/31/19 14:43","","CLERY REPORTING","CLERY REPORTING","CAMPUS","CSA REPORT OF A FONDING, CAMPUS. OCCURRED SPRING 2001","CLOSED"
"6/1/19 0:16","19-01470","MISC. SERVICE","FOUND PROPERTY","BOALT HALL","FOUND TOOLS, BOALT HALL. TO UCPD FOR SAFEKEEPING.","UNDER INVESTIGATION"
"6/1/19 0:51","","PEDESTRIAN STOP","PEDESTRIAN STOP","UPPER SPROUL PLAZA","","CLOSED"
"6/1/19 0:56","","PEDESTRIAN STOP","SUSPECT STOP","ASUC GARAGE","","CLOSED"
"6/1/19 1:21","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","LHS VISTA LOT","","CLOSED"
"6/1/19 1:41","","ADMINISTRATIVE SERVICE","PRISONER TRANSPORT","NORTH COUNTY JAIL","","CLOSED"
"6/1/19 3:27","","MISC. SERVICE","PROPERTY DAMAGE","CLARK KERR CAMPUS","","CLOSED"
"6/1/19 3:50","","PEDESTRIAN STOP","SUSPECT STOP","ASUC GARAGE","","CLOSED"
"6/1/19 7:45","","TRAFFIC","ACCIDENT / NO INJURIES","TELE/BANCROFT","","CLOSED"
"6/1/19 8:34","","MISC. SERVICE","SMOKE INVESTIGATION","GRIZZLY PEAK BLVD","","UNFOUNDED"
"6/1/19 8:36","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","UVA-168","","CLOSED"
"6/1/19 9:02","","DISORDERLY CONDUCT","LODGING","UVA COMMUNITY CENTER","","FIELD IDENTIFICATION CARD"
"6/1/19 9:12","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE - REPORT","SEQUOIA APTS","","CLOSED"
"6/1/19 10:00","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","MEMORIAL STADIUM","","CLOSED"
"6/1/19 10:42","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","HEARST GYM","","UNFOUNDED"
"6/1/19 11:16","19-01471","BURGLARY","BURGLARY -REPORT","MLK","OCCD 06/01/2019, 1207 HRS WILSIE, MATTHEW (MW-22-O) ARRESTED FOR BURGLARY, POSSSESSION OF A KNIFE LONGER THAN 2 INCHES ON UC PROPERTY AND EXCLUDED FROM ALL UC PROPERTY FOR 7 DAYS, MLK TO BPD JAIL.","CLOSED BY ARREST"
"6/1/19 12:30","","MISC. SERVICE","CIVIL ADVICE","PEOPLES PARK","","CLOSED"
"6/1/19 13:56","","ANIMAL CASE","ANIMAL CASE","CAMPBELL HALL","","CLOSED"
"6/1/19 14:14","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","UVA-147","","CLOSED BY CITATION"
"6/1/19 14:25","19-01472","OUTSIDE ASSIST","OUTSIDE ASSIST - LBNL","UCPD","OCCD 5/31/19, 2200 - 2230 HRS OUTSIDE ASSIST REGARDING GRAND THEFT OF LBNL LAPTOP, BERKELEY. LOSS $1850.","UNDER INVESTIGATION"
"6/1/19 15:15","","WELFARE CHECK","CHECK WELFARE- 911 CALL","CKC-1","","CLOSED"
"6/1/19 16:07","","MISC. SERVICE","CIVIL ADVICE","1110 JACKSON STREET","","CLOSED"
"6/1/19 19:23","","ALL OTHER OFFENSES","RULE VIOLATION","ZELLERBACH HALL","","CLOSED"
"6/1/19 19:51","","TRAFFIC STOP","TRAFFIC STOP","2500 DURANT","","WARNING ISSUED"
"6/1/19 20:23","","TRAFFIC STOP","TRAFFIC STOP","FULOTN/BANCROFT","","CLOSED BY CITATION"
"6/1/19 20:48","","TRAFFIC STOP","TRAFFIC STOP","FULTON/CHANNING","","CLOSED BY CITATION"
"6/1/19 20:50","","TRAFFIC STOP","TRAFFIC STOP","SHATTUCK/CHANNING","","WARNING ISSUED"
"6/1/19 20:59","","TRAFFIC STOP","TRAFFIC STOP","FULTON DURANT","","WARNING ISSUED"
"6/1/19 21:01","","TRAFFIC STOP","TRAFFIC STOP","2610 CHANNNING","","WARNING ISSUED"
"6/1/19 21:38","","TRAFFIC STOP","TRAFFIC STOP","RED OAK/6TH","","WARNING ISSUED"
"6/1/19 21:57","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","MEAD ST NEAR S/47","","CLOSED"
"6/1/19 22:22","","TRAFFIC STOP","TRAFFIC STOP","DANA/BANCROFT","","WARNING ISSUED"
"6/1/19 23:17","","DISORDERLY CONDUCT","LODGING","BLACKWELL HALL","","CLOSED"
"6/1/19 23:25","","TRAFFIC STOP","TRAFFIC STOP","IFO REC SPRT FAC","","CLOSED BY CITATION"
"6/1/19 23:28","","TRAFFIC STOP","TRAFFIC STOP","COLLEGE/DERBY","","WARNING ISSUED"
"6/2/19 0:02","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","UNIVERSITY AV","","CLOSED"
"6/2/19 0:30","","PEDESTRIAN STOP","SUSPECT STOP","ANNA HEAD","","FIELD IDENTIFICATION CARD"
"6/2/19 0:55","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","LOWER SPROUL PLAZA","","CLOSED"
"6/2/19 1:00","","PEDESTRIAN STOP","SUSPECT STOP","PEOPLES PARK","","FIELD IDENTIFICATION CARD"
"6/2/19 4:39","19-01473","ALL OTHER OFFENSES","FALSE INFO TO POLICE OFFICER","UNIT-2 WADA","OCCD 06/02/2019, 0458 SEALS, MICHAEL (MW-26-O) ARRESTED FOR PROVIDING FALSE INFORMATION TO A POLICE OFFICER, UNIT-2 WADA. TO BPD JAIL.","CLOSED BY ARREST"
"6/2/19 8:13","19-01474","TOW","EXPIRED REGISTRATION OVER 6 MO","BOWDTICH S BANCROFT","OCCD 06/02/2019 0813 HOURS BLACK 2001 FORD EXPLORER, 6MAJ819, TOWED FOR REGISTRATION EXPIRED OVER 6 MONTHS, 2311 BANCROFT WAY. TO M&A TOW.",""
"6/2/19 8:38","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","LAWRENCE HALL OF SCIENCE","","CLOSED"
"6/2/19 8:54","","PEDESTRIAN STOP","SUSPECT STOP","DWINELLE HALL","","FIELD IDENTIFICATION CARD"
"6/2/19 9:15","19-01476","ALL OTHER OFFENSES","RULE VIOLATION","RICHMOND FIELD STATION","OCCD 06/02/2019, 0915 (MO-36-S) CONTACTED FOR POSSESSING AND ATTEMPTING TO USE ANOTHER STUDENT`S KEYCARD, RFS.","UNDER INVESTIGATION"
"6/2/19 10:46","19-01477","MEDICAL EVENT","INJURY OR ILLNESS","PEOPLES PARK","OCCD 06/02/2019 1046 HOURS (MX-61-O) VICTIM OF ILLNESS, PEOPLES PARK. TRANSPORTED TO ALTA BATES VIA BFD.","CLOSED"
"6/2/19 13:09","19-01478","TRAFFIC","ACCIDENT / MINOR INJURIES","ELLSWORTH PARKING STRUCTURE","OCCD 06/02/2019, 1309 (FA-76-O) AND (MW-78-O) INVOLVED IN A MINOR INJURY COLLISION, STRUCTURE C. WILL SEEK OWN MEDICAL.","UNDER INVESTIGATION"
"6/2/19 15:32","","PEDESTRIAN STOP","PEDESTRIAN STOP","UNIT-1","","FIELD IDENTIFICATION CARD"
"6/2/19 17:01","","TRAFFIC","ACCIDENT / NO INJURIES","WEST CRESCENT","","CLOSED"
"6/2/19 17:53","19-01479","MEDICAL EVENT","INJURY OR ILLNESS","CALIFORNIA HALL","OCCURED: 06/02/19 1753 (MB-19-O) VICTIM OF INJURY, E/S CALIFORNIA HALL. BFD TRANSPORTED TO KAISER OAKLAND.","CLOSED"
"6/2/19 18:19","","PEDESTRIAN STOP","SUSPECT STOP","BANWAY","","CLOSED"
"6/2/19 18:35","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","FOOTHILL LOT","","CLOSED"
"6/2/19 18:56","19-01480","LARCENY/THEFT","PETTY THEFT -BIKE REPORT","HAAS PAVILION","OCC 05/20/2019 1400 - 06/02/2019-1600 (MW-19-S) REPORTS THEFT OF HIS BLACK MOTOBECANE PHANTOM MENS ROAD BIKE, HAAS PAVILION. LOSS OF $600","UNDER INVESTIGATION"
"6/2/19 19:12","19-01481","MISC. SERVICE","FOUND PROPERTY","MLK","FOUND 2 APPLE LAPTOPS AND A LOOK BOOK, MLK. BROUGHT TO UCPD FOR SAFE KEEPING.","UNDER INVESTIGATION"
"6/2/19 19:27","19-01482","LARCENY/THEFT","PETTY THEFT -REPORT","UVA LITTLE LEAGUE FIELD","OCCURED: 06/02/19 1830 (FW-70-O) REPORTS THEFT OF HER SILVER IPHONE 6, VALUE: $100, UVA LITTLE LEAGUE FIELD, 06/02/19 1830.","UNDER INVESTIGATION"
"6/2/19 21:21","","TRAFFIC STOP","TRAFFIC STOP","BANCROFT/PIEMONT","","WARNING ISSUED"
"6/2/19 21:58","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","CKC TRACK","","CLOSED"
"6/2/19 22:00","","TRAFFIC STOP","TRAFFIC STOP","DURANT W TELE","","WARNING ISSUED"
"6/2/19 22:04","","PEDESTRIAN STOP","SUSPECT STOP","2460 BANCROFT WAY","","CLOSED"
"6/3/19 0:58","19-01483","ALL OTHER OFFENSES","WARRANT ARREST","PEOPLES PARK","OCCURED: 06/03/19 0124 GARNER, CURTIS (MB-39-O) ARRESTED ON AN ACSO FELONY NO BAIL WARRANT, PEOPLES PARK. TO BPD JAIL.","CLOSED BY ARREST"
"6/3/19 1:10","","PEDESTRIAN STOP","SUSPECT STOP","PEOPLES PARK","","FIELD IDENTIFICATION CARD"
"6/3/19 2:00","","PEDESTRIAN STOP","SUSPECT STOP","UNDERHILL LOT","","CLOSED"
"6/3/19 3:09","","PEDESTRIAN STOP","SUSPECT STOP","600 RED OAK AVE","","FIELD IDENTIFICATION CARD"
"6/3/19 3:12","","PEDESTRIAN STOP","SUSPECT STOP","UPPER SPROUL PLAZA","","CLOSED"
"6/3/19 8:18","","TRAFFIC STOP","TRAFFIC STOP","OHLONE/JACKSON","","WARNING ISSUED"
"6/3/19 9:13","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","WHEELER HALL","","CLOSED"
